pretty_name,population,WSP_Art_new,wsp2,cb3,outdegree,closeness_bi,betweenness_bi,indegree,position,singleton
"Glenwood (USA, MN)",2097,core,core,core,1,0.297096572051895,3.419131176336544e-08,1,Isolated Clique,0
Iseo (Italy),5534,core,core,core,13,0.351714474118035,6.181606417277717e-07,0,Isolated Clique,0
Gardone Val Trompia (Italy),17915,core,core,core,0,0.3399729105250578,0.0,2,Isolate,0
Jastrebarsko (Croatia),7033,core,semi,semi,0,0.25259481431785,0.0,1,Isolate,0
"Millinocket (USA, ME)",4306,core,core,core,0,0.3307239187722834,0.0,2,Isolate,0
Verres (Italy),3540,core,core,core,0,0.3111116511933116,0.0,1,Isolate,0
"Livingston (USA, MT)",6340,core,core,core,7,0.3172254850940451,9.57665515033293e-07,3,Isolated Clique,0
Acton Vale (Canada),5471,core,core,core,0,0.3289899768696993,9.392306713075925e-08,2,Isolate,0
Monastier di Treviso (Italy),2882,core,core,core,0,0.2999859392575928,0.0,1,Isolate,0
Belisce (Croatia),9028,core,semi,semi,0,0.2930698962888345,0.0,1,Isolate,0
Lachute (Canada),11271,core,core,core,0,0.3219081627520998,0.0,3,Isolated Clique,0
Valdagno (Italy),13529,core,core,core,17,0.3547457392268256,0.0004877535910201525,6,Isolated Clique,0
Springhill (Canada),2825,core,core,core,0,0.3277685315580591,0.0,1,Isolate,0
Valle Mosso (Italy),14907,core,core,core,0,0.3240595412890487,0.0,1,Isolate,0
Kocevje (Slovenia),6940,semi,semi,core,2,0.295758051846033,0.0,0,Isolated Clique,0
Metlika (Slovenia),3754,semi,semi,core,0,0.3078939772945931,0.0,1,Isolate,0
"Columbus (USA, MT)",1762,core,core,core,0,0.3232249267750733,1.952554961209179e-07,2,Isolate,0
"Barronett (USA, WI)",103,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
"Rhinelander (USA, WI)",6888,core,core,core,1,0.3512126865671642,0.0001562377939223498,5,Isolate,0
"Cheboygan (USA, MI)",4168,core,core,core,0,0.3159180651530109,0.0,2,Isolate,0
Arnad (Italy),514,core,core,core,0,0.3240595412890487,0.0,1,Isolate,0
"Wasco (USA, OR)",296,core,core,core,0,0.227650228521634,0.0,1,Isolate,0
Castelgomberto (Italy),24585,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Blacks Harbour (Canada),647,core,core,core,4,0.3168093847448399,7.564648447749957e-08,2,Isolated Clique,1
Gavardo (Italy),11188,core,core,core,0,0.3251047619047619,1.259875681345279e-07,2,Isolate,0
Ghislarengo (Italy),817,core,core,core,0,0.3152101647336928,0.0,1,Isolate,0
Fericanci (Croatia),1033,core,semi,semi,0,0.2218621096051856,0.0,2,Isolate,0
"Hawkins (USA, WI)",116,core,core,core,0,0.3293708992666924,0.0,2,Isolate,0
Mongrando (Italy),30509,core,core,core,0,0.2618594660938938,0.0,1,Isolate,0
Castrezzato (Italy),5997,core,core,core,3,0.3246430473485329,0.0,1,Isolated Clique,0
Calmasino (Italy),1096,core,core,core,0,0.2553713567538453,0.0,1,Isolate,0
Badinieres (France),207,core,core,core,9,0.3381141045958795,2.227450400700824e-07,0,Isolated Clique,0
Paitone (Italy),12326,core,core,core,0,0.2885057471264368,0.0,1,Isolate,0
Arzignano (Italy),20848,core,core,core,0,0.3325885317883032,1.0880696033338e-06,3,Isolate,0
Karlovac (Croatia),21625,core,semi,semi,0,0.3272573882810103,0.0,1,Isolate,0
Saint-Pie (Canada),3093,core,core,core,1,0.3365849810685738,0.0,0,Isolated Clique,0
Calcio (Italy),9029,core,core,core,0,0.3276846281837962,0.0,1,Isolate,0
"Brooten (USA, MN)",554,core,core,core,0,0.2767065842376032,0.0,1,Isolate,0
Pastrengo (Italy),2293,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Sisak (Croatia),11386,core,semi,semi,0,0.3240595412890487,0.0,1,Isolate,0
"Rice Lake (USA, WI)",7661,core,core,core,4,0.3423093378971013,0.0002622805898115877,4,Isolate,0
Sainte-Cecile-de-Milton (Canada),3,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Valcourt (Canada),2668,core,core,core,0,0.3276846281837962,0.0,2,Isolate,0
Moutiers (France),4790,core,core,core,0,0.3243962393249031,0.0,1,Isolate,0
Nasice (Croatia),9210,core,semi,semi,17,0.2851129226246158,0.0003180174386986782,6,Isolated Clique,0
"Moro (USA, OR)",267,core,core,core,1,0.2947433860606479,0.0001562377939223499,1,Isolated Clique,0
Cruet (France),386,core,core,core,0,0.300429486728156,0.0,1,Isolate,0
Barzan (France),50,core,core,core,0,0.2976076999976751,0.0,1,Isolate,0
"Cumberland (USA, WI)",260,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
Stellarton (Canada),4728,core,core,core,13,0.3515792364734963,4.682623471462919e-06,7,Isolated Clique,0
New Glasgow (Canada),12372,core,core,core,0,0.3253691889281448,4.545657894916332e-08,5,Isolate,0
"Luck (USA, WI)",1043,core,core,core,0,0.3064346244075262,0.0,1,Isolate,0
Biella (Italy),41073,core,core,core,0,0.3472493489583333,3.460443740066994e-06,10,Isolated Clique,0
Crnomelj (Slovenia),5518,semi,semi,core,0,0.3272573882810103,0.0,1,Isolate,0
Haley Station (Canada),15,core,core,core,0,0.3325885317883032,0.0,2,Isolate,0
St-Valerien-de-Milton (Canada),564,core,core,core,0,0.3054329412326119,0.0,1,Isolate,0
La Tour-du-Pin (France),7023,core,core,core,1,0.3313917365641503,2.893751109215899e-07,1,Isolate,0
Trissino (Italy),324,core,core,core,9,0.3274331755979025,2.71465232862976e-06,1,Isolated Clique,0
"Garibaldi (USA, OR)",542,core,core,core,0,0.312036856474259,0.0,1,Isolate,0
Ussel (France),7676,core,core,core,0,0.3243962393249031,0.0,1,Isolate,0
"Bay City (USA, OR)",1501,core,core,core,0,0.312036856474259,0.0,1,Isolate,0
Belmont-Tramonet (France),206,core,core,core,0,0.2486789960369881,0.0,1,Isolate,0
Aime (France),2964,core,core,core,0,0.3130441162085493,0.0,1,Isolate,0
Cividate al Piano (Italy),5091,core,core,core,0,0.3277685315580591,0.0,1,Isolate,0
Issoire (France),8703,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Ambert (France),5108,core,core,core,1,0.2456722834222546,0.0,0,Isolated Clique,0
Saint-Galmier (France),3209,core,core,core,0,0.3218434152964248,0.0,1,Isolate,0
Koper (Slovenia),26924,semi,semi,core,36,0.3576097888032183,0.001131981707868724,30,Low-status clique,0
Plesce (Croatia),131,core,semi,semi,0,0.3255098408177796,0.0,1,Isolate,0
Obrov (Slovenia),51,semi,semi,core,0,0.2695060844667144,0.0,1,Isolate,0
Tours-en-Savoie (France),375,core,core,core,0,0.2737654783036421,2.310132506521405e-08,2,Isolate,0
"Frederic (USA, WI)",621,core,core,core,0,0.2793575278790127,0.0,1,Isolate,0
Skocjan (Slovenia),49,semi,semi,core,0,0.3424283765347885,0.0,2,Isolate,0
Montbron (France),518,core,core,core,0,0.2869921980091472,0.0,2,Isolate,0
Costa Volpino (Italy),7197,core,core,core,0,0.2977461447212337,0.0,1,Isolate,0
"Weston (USA, OR)",521,core,core,core,3,0.3272657548255145,0.0001578278211279913,1,Isolated Clique,0
Monvalle (Italy),43576,core,core,core,0,0.3008884919142535,0.0,1,Isolate,0
Colzate (Italy),5549,core,core,core,0,0.3366203849794888,1.543114932080766e-07,4,Isolated Clique,0
Nervesa della Battaglia (Italy),6685,core,core,core,1,0.3255926340421202,5.438799917142652e-07,1,Isolated Clique,0
Orehovica (Slovenia),233,semi,semi,core,0,0.3295659337830184,0.0,1,Isolate,0
Sentjernej (Slovenia),168,semi,semi,core,0,0.295758051846033,0.0,1,Isolate,0
"Upsala (USA, MN)",103,core,core,core,0,0.2775886371028949,0.0,1,Isolate,0
"Quinnesec (USA, MI)",459,core,core,core,0,0.3429053601564384,0.0,2,Isolated Clique,0
Saint-Auvent (France),198,core,core,core,1,0.3203854336128144,0.0,0,Isolated Clique,0
Borso del Grappa (Italy),6395,core,core,core,0,0.2887074584451612,0.0,1,Isolate,0
Backa Topola (Serbia),12452,core,semi,semi,0,0.295758051846033,0.0,1,Isolate,0
Gandino (Italy),10605,core,core,core,0,0.2976076999976751,0.0,2,Isolate,0
Asolo (Italy),4679,core,core,core,1,0.314466799321984,0.0,0,Isolated Clique,0
Saint-Felix-de-Kingsey (Canada),372,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Novo Mesto (Slovenia),9040,semi,semi,core,25,0.3600641314131413,0.0002104181653422838,7,Low-status clique,0
Jimbolia (Romania),8941,periph,semi,core,0,0.3383732917448653,0.0,1,Isolate,0
"Norway (USA, MI)",2385,core,core,core,0,0.3171390347834704,0.0,1,Isolate,0
Oderzo (Italy),12352,core,core,core,2,0.3262980805995259,3.649866496197916e-07,3,Isolated Clique,0
"Stanfield (USA, OR)",1867,core,core,core,0,0.2974140935387189,0.0,1,Isolate,0
"Grantsburg (USA, WI)",587,core,core,core,1,0.3139654664966153,7.578665812811594e-09,1,Isolated Clique,0
Amherst (Canada),10402,core,core,core,0,0.307701552809961,5.993690484231569e-08,2,Isolate,0
Pembroke (Canada),13091,core,core,core,0,0.2976076999976751,0.0,1,Isolate,0
Kikinda (Serbia),25782,core,semi,semi,0,0.2634167421186929,0.0,1,Isolate,0
Susegana (Italy),3190,core,core,core,0,0.3247830720048714,0.0,1,Isolate,0
Conegliano (Italy),35029,core,core,core,0,0.3449474535165724,1.038445517174459e-07,6,Isolated Clique,0
"Manhattan (USA, MT)",1919,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
Codogne (Italy),3312,core,core,core,0,0.2673782270866405,0.0,1,Isolate,0
Sfantu Gheorghe (Romania),42094,periph,semi,core,0,0.2841320222848645,0.0,1,Isolate,0
"Mackinac Island (USA, MI)",144,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Contrecoeur (Canada),4749,core,core,core,0,0.3268479509766373,0.0,4,Isolated Clique,0
Kingsey Falls (Canada),1546,core,core,core,73,0.3676018723257617,0.0004362103727398867,10,Primary,0
Virieu-le-Grand (France),866,core,core,core,0,0.3130441162085493,0.0,1,Isolate,0
Storo (Italy),2657,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Mareno di Piave (Italy),24182,core,core,core,0,0.2812170474516696,0.0,1,Isolate,0
Otocec (Slovenia),411,semi,semi,core,0,0.2647460291197882,0.0,1,Isolate,0
Comlosu Mic (Romania),532,periph,semi,core,0,0.3238381947431,0.0,1,Isolate,0
"Gladstone (USA, MI)",4376,core,core,core,8,0.2618487532472846,0.0003125403821685193,2,Isolated Clique,0
Thiers (France),9698,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
Fagaras (Romania),14974,periph,semi,core,0,0.314660046212084,0.0,1,Isolate,0
Tecuci (Romania),19986,periph,semi,core,0,0.311331079602111,0.0,1,Isolate,0
"Boardman (USA, OR)",1732,core,core,core,0,0.3296338260287377,5.512629988271033e-07,3,Isolate,0
"Hermiston (USA, OR)",12498,core,core,core,1,0.3389556744161415,7.20479961664657e-06,4,Isolated Clique,0
Pommiers (France),92,core,core,core,0,0.2657573492775286,0.0,1,Isolate,0
San Giorgio di Nogaro (Italy),6915,core,core,core,0,0.3253030418540825,5.906663095993505e-08,3,Isolate,0
"Belgrade (USA, MT)",16051,core,core,core,1,0.32872807580699,0.0,2,Isolated Clique,0
Ala (Italy),6387,core,core,core,0,0.2592082616179002,0.0,1,Isolate,0
Bassano del Grappa (Italy),50676,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Cognac (France),13631,core,core,core,0,0.3439187555412268,0.0,8,Isolated Clique,0
Schio (Italy),33743,core,core,core,0,0.3043726371353164,3.465957187798896e-07,3,Isolate,0
Sezana (Slovenia),653,semi,semi,core,0,0.2634167421186929,0.0,1,Isolate,0
Mali Idos (Serbia),3882,core,semi,semi,0,0.3223296570478924,0.0,1,Isolate,0
Cisnadie (Romania),8124,periph,semi,core,0,0.2965459726179721,0.0,1,Isolate,0
"Hood River (USA, OR)",9307,core,core,core,0,0.336983704951694,0.0,3,Isolate,0
Borgomanero (Italy),5967,core,core,core,1,0.3216735770825481,1.27462001635434e-06,1,Isolate,0
Fernetti (Italy),144,core,core,core,0,0.2881420789627696,0.0,1,Isolate,0
"Stevenson (USA, WA)",1022,core,core,core,0,0.3097940514508362,0.0,1,Isolate,0
"Phillips (USA, WI)",268,core,core,core,0,0.3231841248201167,0.0,1,Isolate,0
Jarnac (France),3766,core,core,core,0,0.3430248137627954,0.0001562377939223498,4,Isolate,0
"Arlington (USA, OR)",389,core,core,core,0,0.3270483636084924,0.0,3,Isolated Clique,0
Morestel (France),5489,core,core,core,0,0.3397112679794066,0.0,2,Isolated Clique,0
Balerna (Switzerland),3416,core,core,core,0,0.342896174863388,0.0,5,Isolate,0
Stabio (Switzerland),7221,core,core,core,0,0.3349819437902339,2.466049412990866e-07,4,Isolate,0
"Bozeman (USA, MT)",32543,core,core,core,4,0.3609779482262704,0.0001621559298449968,11,Isolated Clique,0
"Rush City (USA, MN)",2279,core,core,core,0,0.3263313534045428,1.206101473986948e-07,2,Isolate,0
Brownsburg (Canada),2334,core,core,core,0,0.3205137835198678,0.0,1,Isolate,0
Pictou (Canada),3289,core,core,core,1,0.2853735202978354,0.0,0,Isolated Clique,0
Castelfranco Veneto (Italy),19088,core,core,core,0,0.3240595412890487,0.0,3,Isolated Clique,0
"Pendleton (USA, OR)",9744,core,core,core,2,0.3120901089792038,6.195824575145081e-07,3,Isolated Clique,0
Arandon (France),243,core,core,core,0,0.3146291107506268,0.0,1,Isolate,0
Loz (Slovenia),1310,semi,semi,core,0,0.3255098408177796,0.0,1,Isolate,0
Montebelluna (Italy),17480,core,core,core,17,0.3386328765673774,0.0001570846565212577,3,Low-status clique,0
Chatillon (Italy),8470,core,core,core,0,0.2511033955158006,0.0,1,Isolate,0
Postojna (Slovenia),9044,semi,semi,core,0,0.3279364672729602,3.251883028819072e-07,3,Isolated Clique,0
Boen (France),4085,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Belley (France),8168,core,core,core,0,0.3418522672648614,0.0,3,Isolate,0
Ugine (France),7059,core,core,core,0,0.3268646426473968,6.396923519189185e-07,4,Isolate,0
Quarona (Italy),13,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Arona (Italy),12184,core,core,core,0,0.2516265995714819,0.0,1,Isolate,0
Ribnica (Slovenia),4894,semi,semi,core,15,0.3382838719906979,0.000161253381091175,4,Isolated Clique,0
Donji Miholjac (Croatia),5173,core,semi,semi,0,0.2610690759284564,0.0,1,Isolate,0
Hunedoara (Romania),43708,periph,semi,core,0,0.3380337479204626,2.450006640066694e-06,5,Isolate,0
"Escanaba (USA, MI)",7561,core,core,core,0,0.3429880499437329,0.0001114792605765053,2,Isolate,0
Sussex (Canada),3681,core,core,core,0,0.3225570730232324,7.699748900198806e-08,4,Isolate,0
Charles de Gaulle (France),2101,core,core,core,0,0.3768324992640565,1.129151079209633e-06,15,Isolated Clique,0
Rugvica (Croatia),183,core,semi,semi,0,0.3146291107506268,0.0,1,Isolate,0
"Holdingford (USA, MN)",502,core,core,core,0,0.3236007887153041,0.0,2,Isolate,0
Saint Simon (Canada),194,core,core,core,0,0.314466799321984,0.0,1,Isolate,0
Aosta (Italy),33559,core,core,core,0,0.3097940514508362,0.0,1,Isolate,0
Lugo di Vicenza (Italy),10347,core,core,core,0,0.3205137835198678,0.0,1,Isolate,0
Ponte di Piave (Italy),133,core,core,core,0,0.3329172193180931,1.647425008364692e-08,3,Isolate,0
Santo Stino di Livenza (Italy),7990,core,core,core,0,0.2563994712174018,0.0,1,Isolate,0
"Hardin (USA, MT)",3695,core,core,core,0,0.3211167971101746,0.0,2,Isolate,0
Renfrew (Canada),8420,core,core,core,0,0.3326144572052175,0.0,3,Isolate,0
Kutina (Croatia),6434,core,semi,semi,2,0.2637206427688504,0.0,1,Isolated Clique,0
"Tomahawk (USA, WI)",2294,core,core,core,0,0.3486870777947265,0.0,4,Isolate,0
Saint John (Canada),34494,core,core,core,25,0.3563058424026498,0.0009508377828638314,19,High-status clique,0
Modane (France),3062,core,core,core,0,0.2638076003627071,0.0,1,Isolate,0
Robassomero (Italy),1776,core,core,core,0,0.3295659337830184,0.0,1,Isolate,0
Crikvenica (Croatia),6935,core,semi,semi,0,0.3244949174884028,0.0,1,Isolate,0
"Appleton (USA, MN)",797,core,core,core,0,0.327148662117611,0.0,1,Isolate,0
Perigueux (France),32585,core,core,core,0,0.3400903294367694,0.0,2,Isolate,0
Crescentino (Italy),6335,core,core,core,0,0.3019103773584906,0.0,1,Isolate,0
Livraga (Italy),2150,core,core,core,0,0.3383732917448653,0.0,1,Isolate,0
Potpican (Croatia),350,core,semi,semi,0,0.3234127485409666,0.0,1,Isolate,0
Boulazac (France),10854,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Montfaucon-en-Velay (France),1224,core,core,core,0,0.2910839757145781,0.0,1,Isolate,0
Casalpusterlengo (Italy),11803,core,core,core,0,0.3365849810685738,0.0,2,Isolated Clique,0
Pizzighettone (Italy),5296,core,core,core,0,0.3223296570478924,0.0,1,Isolate,0
Gazoldo degli Ippoliti (Italy),88,core,core,core,51,0.353843602288747,0.0008330911106382437,4,Primary,0
Cona (Italy),316,core,core,core,0,0.3190757496448067,0.0,2,Isolate,0
"Salmon (USA, ID)",2539,core,core,core,0,0.3211167971101746,0.0,1,Isolate,0
"Merrill (USA, WI)",8399,core,core,core,0,0.3270817896108542,1.425037524638653e-05,2,Isolate,0
"Baileyville (USA, ME)",1,core,core,core,0,0.3309718954417354,0.0,2,Isolate,0
Clerac (France),145,core,core,core,0,0.3233473944782642,0.0,1,Isolate,0
Slavonski Brod (Croatia),56209,core,semi,semi,0,0.3357639344262295,1.625494870191678e-06,7,Isolate,0
"Boyne Falls (USA, MI)",118,core,core,core,9,0.3167074890521784,0.0004693730087447859,1,Isolated Clique,0
Ayer's Cliff (Canada),591,core,core,core,0,0.3054329412326119,0.0,1,Isolate,0
Saint Sauveur (France),192,core,core,core,0,0.3424100575096964,9.48995381329988e-07,3,Isolate,0
Cowansville (Canada),7805,core,core,core,0,0.3429972401596956,6.646282530100662e-07,2,Isolate,0
"Boyne City (USA, MI)",3465,core,core,core,0,0.3491626206971796,0.0,2,Isolate,0
Saluggia (Italy),2835,core,core,core,6,0.3467508194056939,0.0,0,Isolated Clique,0
Tulle (France),7738,core,core,core,0,0.3423825826468386,0.0,2,Isolate,0
Mathi (Italy),16641,core,core,core,0,0.3255098408177796,0.0,1,Isolate,0
Casalmoro (Italy),1925,core,core,core,0,0.2976076999976751,0.0,1,Isolate,0
Backa Palanka (Serbia),17635,core,semi,semi,0,0.2961206597423026,4.289137022875581e-08,3,Isolate,0
"Clear Lake (USA, WI)",845,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
"Milo (USA, ME)",843,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Riberac (France),2831,core,core,core,0,0.3429053601564384,0.0,1,Isolate,0
Mortara (Italy),13803,core,core,core,0,0.3334201547157034,1.708798414548256e-07,3,Isolate,0
Andancette (France),1706,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
"Condon (USA, OR)",444,core,core,core,0,0.3339333228987322,0.0,1,Isolate,0
"Dillon (USA, MT)",4029,core,core,core,0,0.3074502834085887,0.0,1,Isolate,0
Villanova Canavese (Italy),82,core,core,core,0,0.2618594660938938,0.0,1,Isolate,0
Conselve (Italy),8599,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Annonay (France),4121,core,core,core,2,0.3374278408941139,8.163249228970514e-08,2,Isolated Clique,0
Cirie (Italy),2257,core,core,core,0,0.3320881002412639,0.0,2,Isolate,0
Este (Italy),11091,core,core,core,0,0.3393690349946978,2.02371338217619e-06,4,Isolated Clique,0
Beausemblant (France),695,core,core,core,0,0.2625199950781346,0.0,1,Isolate,0
Vinay (France),3538,core,core,core,0,0.2756044523865911,0.0,1,Isolate,0
Castelbelforte (Italy),2624,core,core,core,0,0.3240595412890487,0.0,1,Isolate,0
"McMinnville (USA, OR)",29441,core,core,core,0,0.3511163530637995,0.0,10,Isolated Clique,0
Ashton (Canada),146,core,core,core,0,0.2976076999976751,0.0,1,Isolate,0
Ussac (France),7320,core,core,core,0,0.3397112679794066,0.0,1,Isolate,0
Saint-Laurent-Medoc (France),1225,core,core,core,0,0.3272573882810103,0.0,1,Isolate,0
Siaugues-Sainte-Marie (France),22,core,core,core,0,0.3113007952141242,0.0,1,Isolate,0
Ramnicu Valcea (Romania),42271,periph,semi,core,0,0.3447616482628602,7.43692775197365e-08,4,Isolate,0
Banesti (Romania),4285,periph,semi,core,0,0.2740878725590956,0.0,1,Isolate,0
"Sheridan (USA, OR)",6591,core,core,core,0,0.3216412472675193,0.0,1,Isolate,0
Winchester (Canada),2579,core,core,core,0,0.3110511736404724,0.0,1,Isolate,0
Rosolina (Italy),5551,core,core,core,0,0.2613675807011455,0.0,1,Isolate,0
Srbac (Bosnia & Herzegovina),10281,core,semi,periph,0,0.295758051846033,0.0,1,Isolate,0
"Dassel (USA, MN)",985,core,core,core,0,0.3255429530542699,0.0,1,Isolate,0
"Cokato (USA, MN)",3164,core,core,core,0,0.35123195961148,0.0,4,Isolate,0
Lacolle (Canada),661,core,core,core,0,0.3038885196087741,0.0,1,Isolate,0
Rovinj (Croatia),6318,core,semi,semi,14,0.3242236968745251,4.272295062015468e-07,6,Isolated Clique,0
Port Williams (Canada),840,core,core,core,3,0.2605642403517343,0.0003124633817670494,2,Isolated Clique,0
"Willamina (USA, OR)",1803,core,core,core,0,0.312036856474259,0.0,1,Isolate,0
"Carrabassett Valley (USA, ME)",1,core,core,core,0,0.2405343956105902,0.0,1,Isolate,0
New Minas (Canada),271,core,core,core,0,0.2067077896912544,0.0,1,Isolate,0
Arges (Romania),1,periph,semi,core,0,0.3438540883206189,1.129176234436945e-05,8,Isolated Clique,0
"Central Lake (USA, MI)",688,core,core,core,0,0.3256588989518673,0.0,1,Isolate,0
Kentville (Canada),11963,core,core,core,0,0.3250634840020315,1.184684683438259e-07,2,Isolate,0
Rovigo (Italy),28437,core,core,core,0,0.3422727272727273,0.0,3,Isolate,0
"Howard Lake (USA, MN)",1730,core,core,core,0,0.2579338693102823,0.0,1,Isolate,0
"Hillman (USA, MI)",150,core,core,core,0,0.2549746041230953,0.0,1,Isolate,0
Valmacca (Italy),696,core,core,core,0,0.3142892217039038,0.0,1,Isolate,0
"Bloomer (USA, WI)",3609,core,core,core,1,0.3128757882387447,0.0,0,Isolated Clique,0
Brive-la-Gaillarde (France),44936,core,core,core,0,0.3413326933845293,3.354582842704946e-06,5,Isolate,0
"Medford (USA, WI)",4220,core,core,core,3,0.3495344455669934,6.983543723339097e-06,6,Isolated Clique,0
Somaglia (Italy),3206,core,core,core,0,0.3269063792839266,0.0,1,Isolate,0
Mantua (Italy),49246,core,core,core,6,0.3627578780321922,2.867764017368971e-05,15,High-status clique,0
